"season","season_type","week","poll","rank","school","conference","first_place_votes","points"
2008,"regular",9,"AP Top 25",18,"BYU","Mountain West",0,0
2008,"regular",9,"AP Top 25",19,"Kansas","Big 12",0,0
2008,"regular",9,"AP Top 25",20,"Ball State","Mid-American",0,0
2008,"regular",9,"AP Top 25",21,"Georgia Tech","ACC",0,0
2008,"regular",9,"AP Top 25",22,"Tulsa","Conference USA",0,0
2008,"regular",9,"AP Top 25",23,"Boston College","ACC",0,0
2008,"regular",9,"AP Top 25",24,"Florida State","ACC",0,0
2008,"regular",9,"AP Top 25",25,"Minnesota","Big Ten",0,0
2008,"regular",9,"BCS Standings",1,"Texas","Big 12",0,0
2008,"regular",9,"BCS Standings",2,"Alabama","SEC",0,0
2008,"regular",9,"BCS Standings",3,"Penn State","Big Ten",0,0
2008,"regular",9,"BCS Standings",4,"Oklahoma","Big 12",0,0
2008,"regular",9,"BCS Standings",5,"USC","Pac-10",0,0
2008,"regular",9,"BCS Standings",6,"Oklahoma State","Big 12",0,0
2008,"regular",9,"BCS Standings",7,"Georgia","SEC",0,0
2008,"regular",9,"BCS Standings",8,"Texas Tech","Big 12",0,0
2008,"regular",9,"BCS Standings",9,"Ohio State","Big Ten",0,0
2008,"regular",9,"BCS Standings",10,"Florida","SEC",0,0
2008,"regular",9,"BCS Standings",11,"Utah","Mountain West",0,0
2008,"regular",9,"BCS Standings",12,"Boise State","Western Athletic",0,0
2008,"regular",9,"BCS Standings",13,"LSU","SEC",0,0
2008,"regular",9,"BCS Standings",14,"TCU","Mountain West",0,0
2008,"regular",9,"BCS Standings",15,"Missouri","Big 12",0,0
2008,"regular",9,"BCS Standings",16,"South Florida","Big East",0,0
2008,"regular",9,"BCS Standings",17,"Pittsburgh","Big East",0,0
2008,"regular",9,"BCS Standings",18,"Georgia Tech","ACC",0,0
2008,"regular",9,"BCS Standings",19,"Tulsa","Conference USA",0,0
2008,"regular",9,"BCS Standings",20,"Ball State","Mid-American",0,0
2008,"regular",9,"BCS Standings",21,"BYU","Mountain West",0,0
2008,"regular",9,"BCS Standings",22,"Northwestern","Big Ten",0,0
2008,"regular",9,"BCS Standings",23,"Kansas","Big 12",0,0
2008,"regular",9,"BCS Standings",24,"Minnesota","Big Ten",0,0
2008,"regular",9,"BCS Standings",25,"Florida State","ACC",0,0
2008,"regular",9,"Coaches Poll",1,"Texas","Big 12",58,1522
2008,"regular",9,"Coaches Poll",2,"Alabama","SEC",1,1436
2008,"regular",9,"Coaches Poll",3,"Penn State","Big Ten",2,1413
2008,"regular",9,"Coaches Poll",4,"USC","Pac-10",0,1264
2008,"regular",9,"Coaches Poll",5,"Oklahoma","Big 12",0,1218
2008,"regular",9,"Coaches Poll",6,"Texas Tech","Big 12",0,1210
2008,"regular",9,"Coaches Poll",7,"Florida","SEC",0,1184
2008,"regular",9,"Coaches Poll",8,"Oklahoma State","Big 12",0,1083
2008,"regular",9,"Coaches Poll",9,"Georgia","SEC",0,1067
2008,"regular",9,"Coaches Poll",10,"Ohio State","Big Ten",0,995
2008,"regular",9,"Coaches Poll",11,"LSU","SEC",0,903
2008,"regular",9,"Coaches Poll",12,"Utah","Mountain West",0,891
2008,"regular",9,"Coaches Poll",13,"Boise State","Western Athletic",0,786
2008,"regular",9,"Coaches Poll",14,"South Florida","Big East",0,643
2008,"regular",9,"Coaches Poll",15,"TCU","Mountain West",0,582
2008,"regular",9,"Coaches Poll",16,"Missouri","Big 12",0,551
2008,"regular",9,"Coaches Poll",17,"BYU","Mountain West",0,464
2008,"regular",9,"Coaches Poll",18,"Kansas","Big 12",0,342
2008,"regular",9,"Coaches Poll",19,"Tulsa","Conference USA",0,328
2008,"regular",9,"Coaches Poll",20,"Pittsburgh","Big East",0,292
2008,"regular",9,"Coaches Poll",21,"Georgia Tech","ACC",0,282
2008,"regular",9,"Coaches Poll",22,"Ball State","Mid-American",0,274
2008,"regular",9,"Coaches Poll",23,"Florida State","ACC",0,258
2008,"regular",9,"Coaches Poll",24,"Northwestern","Big Ten",0,177
2008,"regular",9,"Coaches Poll",25,"Minnesota","Big Ten",0,165
2008,"regular",10,"AP Top 25",1,"Texas","Big 12",65,0
2008,"regular",10,"AP Top 25",2,"Alabama","SEC",0,0
2008,"regular",10,"AP Top 25",3,"Penn State","Big Ten",0,0
2008,"regular",10,"AP Top 25",4,"Oklahoma","Big 12",0,0
2008,"regular",10,"AP Top 25",5,"Florida","SEC",0,0
2008,"regular",10,"AP Top 25",6,"Texas Tech","Big 12",0,0
2008,"regular",10,"AP Top 25",7,"USC","Pac-10",0,0
2008,"regular",10,"AP Top 25",8,"Georgia","SEC",0,0
2008,"regular",10,"AP Top 25",9,"Oklahoma State","Big 12",0,0
2008,"regular",10,"AP Top 25",10,"Utah","Mountain West",0,0
2008,"regular",10,"AP Top 25",11,"Boise State","Western Athletic",0,0
2008,"regular",10,"AP Top 25",12,"TCU","Mountain West",0,0
2008,"regular",10,"AP Top 25",13,"Ohio State","Big Ten",0,0
2008,"regular",10,"AP Top 25",14,"Missouri","Big 12",0,0
2008,"regular",10,"AP Top 25",15,"LSU","SEC",0,0
2008,"regular",10,"AP Top 25",16,"Florida State","ACC",0,0
2008,"regular",10,"AP Top 25",17,"BYU","Mountain West",0,0
2008,"regular",10,"AP Top 25",18,"Ball State","Mid-American",0,0
2008,"regular",10,"AP Top 25",19,"Tulsa","Conference USA",0,0
2008,"regular",10,"AP Top 25",20,"Minnesota","Big Ten",0,0
2008,"regular",10,"AP Top 25",21,"North Carolina","ACC",0,0
2008,"regular",10,"AP Top 25",22,"Michigan State","Big Ten",0,0
2008,"regular",10,"AP Top 25",23,"Oregon","Pac-10",0,0
2008,"regular",10,"AP Top 25",24,"South Florida","Big East",0,0
2008,"regular",10,"AP Top 25",25,"Maryland","ACC",0,0
2008,"regular",10,"BCS Standings",1,"Texas","Big 12",0,0
2008,"regular",10,"BCS Standings",2,"Alabama","SEC",0,0
2008,"regular",10,"BCS Standings",3,"Penn State","Big Ten",0,0
2008,"regular",10,"BCS Standings",4,"Oklahoma","Big 12",0,0
2008,"regular",10,"BCS Standings",5,"USC","Pac-10",0,0
2008,"regular",10,"BCS Standings",6,"Georgia","SEC",0,0
2008,"regular",10,"BCS Standings",7,"Texas Tech","Big 12",0,0
2008,"regular",10,"BCS Standings",8,"Florida","SEC",0,0
2008,"regular",10,"BCS Standings",9,"Oklahoma State","Big 12",0,0
2008,"regular",10,"BCS Standings",10,"Utah","Mountain West",0,0
2008,"regular",10,"BCS Standings",11,"Boise State","Western Athletic",0,0
2008,"regular",10,"BCS Standings",12,"Ohio State","Big Ten",0,0
2008,"regular",10,"BCS Standings",13,"TCU","Mountain West",0,0
2008,"regular",10,"BCS Standings",14,"Missouri","Big 12",0,0
2008,"regular",10,"BCS Standings",15,"Florida State","ACC",0,0
2008,"regular",10,"BCS Standings",16,"Ball State","Mid-American",0,0
2008,"regular",10,"BCS Standings",17,"Minnesota","Big Ten",0,0
2008,"regular",10,"BCS Standings",18,"Tulsa","Conference USA",0,0
2008,"regular",10,"BCS Standings",19,"LSU","SEC",0,0
2008,"regular",10,"BCS Standings",20,"BYU","Mountain West",0,0
2008,"regular",10,"BCS Standings",21,"Michigan State","Big Ten",0,0
2008,"regular",10,"BCS Standings",22,"North Carolina","ACC",0,0
2008,"regular",10,"BCS Standings",23,"South Florida","Big East",0,0
2008,"regular",10,"BCS Standings",24,"Oregon","Pac-10",0,0
2008,"regular",10,"BCS Standings",25,"Connecticut","Big East",0,0
2008,"regular",10,"Coaches Poll",1,"Texas","Big 12",58,1522
2008,"regular",10,"Coaches Poll",2,"Alabama","SEC",0,1439
2008,"regular",10,"Coaches Poll",3,"Penn State","Big Ten",3,1414
2008,"regular",10,"Coaches Poll",4,"Oklahoma","Big 12",0,1265
2008,"regular",10,"Coaches Poll",5,"Texas Tech","Big 12",0,1246
2008,"regular",10,"Coaches Poll",6,"USC","Pac-10",0,1228
2008,"regular",10,"Coaches Poll",7,"Florida","SEC",0,1199
2008,"regular",10,"Coaches Poll",8,"Georgia","SEC",0,1137
2008,"regular",10,"Coaches Poll",9,"Utah","Mountain West",0,987
2008,"regular",10,"Coaches Poll",10,"Oklahoma State","Big 12",0,972
2008,"regular",10,"Coaches Poll",11,"Boise State","Western Athletic",0,894
2008,"regular",10,"Coaches Poll",12,"TCU","Mountain West",0,813
2008,"regular",10,"Coaches Poll",13,"Ohio State","Big Ten",0,752
2008,"regular",10,"Coaches Poll",14,"Missouri","Big 12",0,740
2008,"regular",10,"Coaches Poll",15,"LSU","SEC",0,573
2008,"regular",10,"Coaches Poll",16,"Florida State","ACC",0,546
2008,"regular",10,"Coaches Poll",17,"BYU","Mountain West",0,545
2008,"regular",10,"Coaches Poll",18,"Tulsa","Conference USA",0,524
2008,"regular",10,"Coaches Poll",19,"Ball State","Mid-American",0,445
2008,"regular",10,"Coaches Poll",20,"Minnesota","Big Ten",0,403
2008,"regular",10,"Coaches Poll",21,"Michigan State","Big Ten",0,292
2008,"regular",10,"Coaches Poll",22,"North Carolina","ACC",0,232
2008,"regular",10,"Coaches Poll",23,"South Florida","Big East",0,153
2008,"regular",10,"Coaches Poll",24,"Oregon","Pac-10",0,150
2008,"regular",10,"Coaches Poll",25,"Maryland","ACC",0,71
2008,"regular",11,"AP Top 25",1,"Alabama","SEC",46,0
2008,"regular",11,"AP Top 25",2,"Texas Tech","Big 12",12,0
2008,"regular",11,"AP Top 25",3,"Penn State","Big Ten",6,0
2008,"regular",11,"AP Top 25",4,"Florida","SEC",1,0
2008,"regular",11,"AP Top 25",5,"Texas","Big 12",0,0
2008,"regular",11,"AP Top 25",6,"Oklahoma","Big 12",0,0
2008,"regular",11,"AP Top 25",7,"USC","Pac-10",0,0
2008,"regular",11,"AP Top 25",8,"Oklahoma State","Big 12",0,0
2008,"regular",11,"AP Top 25",9,"Boise State","Western Athletic",0,0
2008,"regular",11,"AP Top 25",10,"Utah","Mountain West",0,0
2008,"regular",11,"AP Top 25",11,"TCU","Mountain West",0,0
2008,"regular",11,"AP Top 25",12,"Ohio State","Big Ten",0,0
2008,"regular",11,"AP Top 25",13,"Missouri","Big 12",0,0
2008,"regular",11,"AP Top 25",14,"Georgia","SEC",0,0
2008,"regular",11,"AP Top 25",15,"LSU","SEC",0,0
2008,"regular",11,"AP Top 25",16,"Ball State","Mid-American",0,0
2008,"regular",11,"AP Top 25",17,"BYU","Mountain West",0,0
2008,"regular",11,"AP Top 25",18,"Michigan State","Big Ten",0,0
2008,"regular",11,"AP Top 25",19,"North Carolina","ACC",0,0
2008,"regular",11,"AP Top 25",20,"West Virginia","Big East",0,0
2008,"regular",11,"AP Top 25",21,"California","Pac-10",0,0
2008,"regular",11,"AP Top 25",22,"Georgia Tech","ACC",0,0
2008,"regular",11,"AP Top 25",23,"Maryland","ACC",0,0
2008,"regular",11,"AP Top 25",24,"Florida State","ACC",0,0
2008,"regular",11,"AP Top 25",25,"Pittsburgh","Big East",0,0
2008,"regular",11,"BCS Standings",1,"Alabama","SEC",0,0
2008,"regular",11,"BCS Standings",2,"Texas Tech","Big 12",0,0
2008,"regular",11,"BCS Standings",3,"Penn State","Big Ten",0,0
2008,"regular",11,"BCS Standings",4,"Texas","Big 12",0,0
2008,"regular",11,"BCS Standings",5,"Florida","SEC",0,0
2008,"regular",11,"BCS Standings",6,"Oklahoma","Big 12",0,0
2008,"regular",11,"BCS Standings",7,"USC","Pac-10",0,0
2008,"regular",11,"BCS Standings",8,"Utah","Mountain West",0,0
2008,"regular",11,"BCS Standings",9,"Oklahoma State","Big 12",0,0
2008,"regular",11,"BCS Standings",10,"Boise State","Western Athletic",0,0
2008,"regular",11,"BCS Standings",11,"Ohio State","Big Ten",0,0
2008,"regular",11,"BCS Standings",12,"TCU","Mountain West",0,0
2008,"regular",11,"BCS Standings",13,"Georgia","SEC",0,0
2008,"regular",11,"BCS Standings",14,"Missouri","Big 12",0,0
2008,"regular",11,"BCS Standings",15,"BYU","Mountain West",0,0
2008,"regular",11,"BCS Standings",16,"LSU","SEC",0,0
2008,"regular",11,"BCS Standings",17,"Ball State","Mid-American",0,0
2008,"regular",11,"BCS Standings",18,"Michigan State","Big Ten",0,0
2008,"regular",11,"BCS Standings",19,"North Carolina","ACC",0,0
2008,"regular",11,"BCS Standings",20,"Georgia Tech","ACC",0,0
2008,"regular",11,"BCS Standings",21,"California","Pac-10",0,0
2008,"regular",11,"BCS Standings",22,"Florida State","ACC",0,0
2008,"regular",11,"BCS Standings",23,"Maryland","ACC",0,0
2008,"regular",11,"BCS Standings",24,"Northwestern","Big Ten",0,0
2008,"regular",11,"BCS Standings",25,"West Virginia","Big East",0,0
2008,"regular",11,"Coaches Poll",1,"Alabama","SEC",40,1498
2008,"regular",11,"Coaches Poll",2,"Penn State","Big Ten",14,1437
2008,"regular",11,"Coaches Poll",3,"Texas Tech","Big 12",6,1409
2008,"regular",11,"Coaches Poll",4,"Oklahoma","Big 12",1,1290
2008,"regular",11,"Coaches Poll",5,"Florida","SEC",0,1268
2008,"regular",11,"Coaches Poll",6,"USC","Pac-10",0,1232
2008,"regular",11,"Coaches Poll",7,"Texas","Big 12",0,1227
2008,"regular",11,"Coaches Poll",8,"Oklahoma State","Big 12",0,1066
2008,"regular",11,"Coaches Poll",9,"Utah","Mountain West",0,1018
2008,"regular",11,"Coaches Poll",10,"Boise State","Western Athletic",0,958
2008,"regular",11,"Coaches Poll",11,"TCU","Mountain West",0,862
2008,"regular",11,"Coaches Poll",12,"Ohio State","Big Ten",0,843
2008,"regular",11,"Coaches Poll",13,"Missouri","Big 12",0,794
2008,"regular",11,"Coaches Poll",14,"Georgia","SEC",0,693
2008,"regular",11,"Coaches Poll",15,"LSU","SEC",0,683
2008,"regular",11,"Coaches Poll",16,"BYU","Mountain West",0,591
2008,"regular",11,"Coaches Poll",17,"Michigan State","Big Ten",0,516
2008,"regular",11,"Coaches Poll",18,"Ball State","Mid-American",0,503
2008,"regular",11,"Coaches Poll",19,"North Carolina","ACC",0,359
2008,"regular",11,"Coaches Poll",20,"Georgia Tech","ACC",0,289
2008,"regular",11,"Coaches Poll",21,"Maryland","ACC",0,243
2008,"regular",11,"Coaches Poll",22,"California","Pac-10",0,192
2008,"regular",11,"Coaches Poll",23,"West Virginia","Big East",0,172
2008,"regular",11,"Coaches Poll",24,"Florida State","ACC",0,150
2008,"regular",11,"Coaches Poll",25,"Northwestern","Big Ten",0,120
2008,"regular",12,"AP Top 25",1,"Alabama","SEC",44,0
2008,"regular",12,"AP Top 25",2,"Texas Tech","Big 12",21,0
2008,"regular",12,"AP Top 25",3,"Florida","SEC",0,0
2008,"regular",12,"AP Top 25",4,"Texas","Big 12",0,0
2008,"regular",12,"AP Top 25",5,"Oklahoma","Big 12",0,0
2008,"regular",12,"AP Top 25",6,"USC","Pac-10",0,0
2008,"regular",12,"AP Top 25",7,"Penn State","Big Ten",0,0
2008,"regular",12,"AP Top 25",8,"Utah","Mountain West",0,0
2008,"regular",12,"AP Top 25",9,"Boise State","Western Athletic",0,0
2008,"regular",12,"AP Top 25",10,"Ohio State","Big Ten",0,0
2008,"regular",12,"AP Top 25",11,"Oklahoma State","Big 12",0,0
2008,"regular",12,"AP Top 25",12,"Missouri","Big 12",0,0
2008,"regular",12,"AP Top 25",13,"Georgia","SEC",0,0
2008,"regular",12,"AP Top 25",14,"Ball State","Mid-American",0,0
2008,"regular",12,"AP Top 25",15,"TCU","Mountain West",0,0
2008,"regular",12,"AP Top 25",16,"BYU","Mountain West",0,0
2008,"regular",12,"AP Top 25",17,"North Carolina","ACC",0,0
2008,"regular",12,"AP Top 25",18,"Michigan State","Big Ten",0,0
2008,"regular",12,"AP Top 25",19,"LSU","SEC",0,0
2008,"regular",12,"AP Top 25",20,"Florida State","ACC",0,0
2008,"regular",12,"AP Top 25",21,"Pittsburgh","Big East",0,0
2008,"regular",12,"AP Top 25",22,"Cincinnati","Big East",0,0
2008,"regular",12,"AP Top 25",23,"Oregon State","Pac-10",0,0
2008,"regular",12,"AP Top 25",24,"South Carolina","SEC",0,0
2008,"regular",12,"AP Top 25",25,"Tulsa","Conference USA",0,0
2008,"regular",12,"BCS Standings",1,"Alabama","SEC",0,0
2008,"regular",12,"BCS Standings",2,"Texas Tech","Big 12",0,0
2008,"regular",12,"BCS Standings",3,"Texas","Big 12",0,0
2008,"regular",12,"BCS Standings",4,"Florida","SEC",0,0
2008,"regular",12,"BCS Standings",5,"Oklahoma","Big 12",0,0
2008,"regular",12,"BCS Standings",6,"USC","Pac-10",0,0
2008,"regular",12,"BCS Standings",7,"Utah","Mountain West",0,0
2008,"regular",12,"BCS Standings",8,"Penn State","Big Ten",0,0
2008,"regular",12,"BCS Standings",9,"Boise State","Western Athletic",0,0
2008,"regular",12,"BCS Standings",10,"Georgia","SEC",0,0
2008,"regular",12,"BCS Standings",11,"Ohio State","Big Ten",0,0
2008,"regular",12,"BCS Standings",12,"Missouri","Big 12",0,0
2008,"regular",12,"BCS Standings",13,"Oklahoma State","Big 12",0,0
2008,"regular",12,"BCS Standings",14,"Ball State","Mid-American",0,0
2008,"regular",12,"BCS Standings",15,"Michigan State","Big Ten",0,0
2008,"regular",12,"BCS Standings",16,"North Carolina","ACC",0,0
2008,"regular",12,"BCS Standings",17,"BYU","Mountain West",0,0
2008,"regular",12,"BCS Standings",18,"TCU","Mountain West",0,0
2008,"regular",12,"BCS Standings",19,"Florida State","ACC",0,0
2008,"regular",12,"BCS Standings",20,"LSU","SEC",0,0
2008,"regular",12,"BCS Standings",21,"Pittsburgh","Big East",0,0
2008,"regular",12,"BCS Standings",22,"Cincinnati","Big East",0,0
2008,"regular",12,"BCS Standings",23,"Tulsa","Conference USA",0,0
2008,"regular",12,"BCS Standings",24,"Wake Forest","ACC",0,0
2008,"regular",12,"BCS Standings",25,"South Carolina","SEC",0,0
2008,"regular",12,"Coaches Poll",1,"Alabama","SEC",44,1508
2008,"regular",12,"Coaches Poll",2,"Texas Tech","Big 12",17,1469
2008,"regular",12,"Coaches Poll",3,"Florida","SEC",0,1348
2008,"regular",12,"Coaches Poll",4,"Oklahoma","Big 12",0,1314
2008,"regular",12,"Coaches Poll",5,"Texas","Big 12",0,1300
2008,"regular",12,"Coaches Poll",6,"USC","Pac-10",0,1268
2008,"regular",12,"Coaches Poll",7,"Utah","Mountain West",0,1104
2008,"regular",12,"Coaches Poll",8,"Penn State","Big Ten",0,1074
2008,"regular",12,"Coaches Poll",9,"Boise State","Western Athletic",0,1028
2008,"regular",12,"Coaches Poll",10,"Ohio State","Big Ten",0,936
2008,"regular",12,"Coaches Poll",11,"Missouri","Big 12",0,883
2008,"regular",12,"Coaches Poll",12,"Georgia","SEC",0,842
2008,"regular",12,"Coaches Poll",13,"Oklahoma State","Big 12",0,808
2008,"regular",12,"Coaches Poll",14,"BYU","Mountain West",0,679
2008,"regular",12,"Coaches Poll",15,"Michigan State","Big Ten",0,660
2008,"regular",12,"Coaches Poll",16,"Ball State","Mid-American",0,590
2008,"regular",12,"Coaches Poll",17,"North Carolina","ACC",0,543
2008,"regular",12,"Coaches Poll",18,"TCU","Mountain West",0,475
2008,"regular",12,"Coaches Poll",19,"Florida State","ACC",0,426
2008,"regular",12,"Coaches Poll",20,"LSU","SEC",0,409
2008,"regular",12,"Coaches Poll",21,"Pittsburgh","Big East",0,311
2008,"regular",12,"Coaches Poll",22,"Cincinnati","Big East",0,183
2008,"regular",12,"Coaches Poll",23,"South Carolina","SEC",0,155
2008,"regular",12,"Coaches Poll",24,"Tulsa","Conference USA",0,144
2008,"regular",12,"Coaches Poll",25,"Oregon State","Pac-10",0,71
2008,"regular",13,"AP Top 25",1,"Alabama","SEC",42,0
2008,"regular",13,"AP Top 25",2,"Texas Tech","Big 12",21,0
2008,"regular",13,"AP Top 25",3,"Florida","SEC",2,0
2008,"regular",13,"AP Top 25",4,"Texas","Big 12",0,0
2008,"regular",13,"AP Top 25",5,"Oklahoma","Big 12",0,0
2008,"regular",13,"AP Top 25",6,"USC","Pac-10",0,0
2008,"regular",13,"AP Top 25",7,"Penn State","Big Ten",0,0
2008,"regular",13,"AP Top 25",8,"Utah","Mountain West",0,0
2008,"regular",13,"AP Top 25",9,"Boise State","Western Athletic",0,0
2008,"regular",13,"AP Top 25",10,"Ohio State","Big Ten",0,0
2008,"regular",13,"AP Top 25",11,"Oklahoma State","Big 12",0,0
2008,"regular",13,"AP Top 25",12,"Missouri","Big 12",0,0
2008,"regular",13,"AP Top 25",13,"Georgia","SEC",0,0
2008,"regular",13,"AP Top 25",14,"Ball State","Mid-American",0,0
2008,"regular",13,"AP Top 25",15,"TCU","Mountain West",0,0
2008,"regular",13,"AP Top 25",16,"BYU","Mountain West",0,0
2008,"regular",13,"AP Top 25",17,"Michigan State","Big Ten",0,0
2008,"regular",13,"AP Top 25",18,"LSU","SEC",0,0
2008,"regular",13,"AP Top 25",19,"Cincinnati","Big East",0,0
2008,"regular",13,"AP Top 25",20,"Pittsburgh","Big East",0,0
2008,"regular",13,"AP Top 25",21,"Oregon State","Pac-10",0,0
2008,"regular",13,"AP Top 25",22,"Maryland","ACC",0,0
2008,"regular",13,"AP Top 25",23,"Miami","ACC",0,0
2008,"regular",13,"AP Top 25",24,"Oregon","Pac-10",0,0
2008,"regular",13,"AP Top 25",25,"North Carolina","ACC",0,0
2008,"regular",13,"BCS Standings",1,"Alabama","SEC",0,0
2008,"regular",13,"BCS Standings",2,"Texas Tech","Big 12",0,0
2008,"regular",13,"BCS Standings",3,"Texas","Big 12",0,0
2008,"regular",13,"BCS Standings",4,"Florida","SEC",0,0
2008,"regular",13,"BCS Standings",5,"Oklahoma","Big 12",0,0
2008,"regular",13,"BCS Standings",6,"USC","Pac-10",0,0
2008,"regular",13,"BCS Standings",7,"Utah","Mountain West",0,0
2008,"regular",13,"BCS Standings",8,"Penn State","Big Ten",0,0
2008,"regular",13,"BCS Standings",9,"Boise State","Western Athletic",0,0
2008,"regular",13,"BCS Standings",10,"Ohio State","Big Ten",0,0
2008,"regular",13,"BCS Standings",11,"Georgia","SEC",0,0
2008,"regular",13,"BCS Standings",12,"Oklahoma State","Big 12",0,0
2008,"regular",13,"BCS Standings",13,"Missouri","Big 12",0,0
2008,"regular",13,"BCS Standings",14,"BYU","Mountain West",0,0
2008,"regular",13,"BCS Standings",15,"Michigan State","Big Ten",0,0
2008,"regular",13,"BCS Standings",16,"TCU","Mountain West",0,0
2008,"regular",13,"BCS Standings",17,"Ball State","Mid-American",0,0
2008,"regular",13,"BCS Standings",18,"LSU","SEC",0,0
2008,"regular",13,"BCS Standings",19,"Cincinnati","Big East",0,0
2008,"regular",13,"BCS Standings",20,"Pittsburgh","Big East",0,0
2008,"regular",13,"BCS Standings",21,"Oregon State","Pac-10",0,0
2008,"regular",13,"BCS Standings",22,"North Carolina","ACC",0,0
2008,"regular",13,"BCS Standings",23,"Miami","ACC",0,0
2008,"regular",13,"BCS Standings",24,"Oregon","Pac-10",0,0
2008,"regular",13,"BCS Standings",25,"Maryland","ACC",0,0
2008,"regular",13,"Coaches Poll",1,"Alabama","SEC",45,1508
2008,"regular",13,"Coaches Poll",2,"Texas Tech","Big 12",15,1465
2008,"regular",13,"Coaches Poll",3,"Florida","SEC",1,1373
2008,"regular",13,"Coaches Poll",4,"Texas","Big 12",0,1322
2008,"regular",13,"Coaches Poll",5,"Oklahoma","Big 12",0,1305
2008,"regular",13,"Coaches Poll",6,"USC","Pac-10",0,1245
2008,"regular",13,"Coaches Poll",7,"Utah","Mountain West",0,1113
2008,"regular",13,"Coaches Poll",8,"Penn State","Big Ten",0,1093
2008,"regular",13,"Coaches Poll",9,"Boise State","Western Athletic",0,1023
2008,"regular",13,"Coaches Poll",10,"Ohio State","Big Ten",0,957
2008,"regular",13,"Coaches Poll",11,"Missouri","Big 12",0,894
2008,"regular",13,"Coaches Poll",12,"Oklahoma State","Big 12",0,838
2008,"regular",13,"Coaches Poll",13,"Georgia","SEC",0,832
2008,"regular",13,"Coaches Poll",14,"BYU","Mountain West",0,690
2008,"regular",13,"Coaches Poll",15,"Michigan State","Big Ten",0,654
2008,"regular",13,"Coaches Poll",16,"Ball State","Mid-American",0,613
2008,"regular",13,"Coaches Poll",17,"TCU","Mountain West",0,533
2008,"regular",13,"Coaches Poll",18,"LSU","SEC",0,429
2008,"regular",13,"Coaches Poll",19,"Pittsburgh","Big East",0,406
2008,"regular",13,"Coaches Poll",20,"Cincinnati","Big East",0,358
2008,"regular",13,"Coaches Poll",21,"Oregon State","Pac-10",0,321
2008,"regular",13,"Coaches Poll",22,"Oregon","Pac-10",0,169
2008,"regular",13,"Coaches Poll",23,"Maryland","ACC",0,140
2008,"regular",13,"Coaches Poll",24,"Northwestern","Big Ten",0,117
2008,"regular",13,"Coaches Poll",25,"Boston College","ACC",0,97
2008,"regular",14,"AP Top 25",1,"Alabama","SEC",63,0
2008,"regular",14,"AP Top 25",2,"Florida","SEC",2,0
2008,"regular",14,"AP Top 25",3,"Oklahoma","Big 12",0,0
2008,"regular",14,"AP Top 25",4,"Texas","Big 12",0,0
2008,"regular",14,"AP Top 25",5,"USC","Pac-10",0,0
2008,"regular",14,"AP Top 25",6,"Penn State","Big Ten",0,0
2008,"regular",14,"AP Top 25",7,"Texas Tech","Big 12",0,0
2008,"regular",14,"AP Top 25",8,"Utah","Mountain West",0,0
2008,"regular",14,"AP Top 25",9,"Boise State","Western Athletic",0,0
2008,"regular",14,"AP Top 25",10,"Ohio State","Big Ten",0,0
2008,"regular",14,"AP Top 25",11,"Oklahoma State","Big 12",0,0
2008,"regular",14,"AP Top 25",12,"Missouri","Big 12",0,0
2008,"regular",14,"AP Top 25",13,"Georgia","SEC",0,0
2008,"regular",14,"AP Top 25",14,"TCU","Mountain West",0,0
2008,"regular",14,"AP Top 25",15,"Ball State","Mid-American",0,0
2008,"regular",14,"AP Top 25",16,"Cincinnati","Big East",0,0
2008,"regular",14,"AP Top 25",17,"Oregon State","Pac-10",0,0
2008,"regular",14,"AP Top 25",18,"Georgia Tech","ACC",0,0
2008,"regular",14,"AP Top 25",19,"Oregon","Pac-10",0,0
2008,"regular",14,"AP Top 25",20,"BYU","Mountain West",0,0
2008,"regular",14,"AP Top 25",20,"Boston College","ACC",0,0
2008,"regular",14,"AP Top 25",22,"Michigan State","Big Ten",0,0
2008,"regular",14,"AP Top 25",23,"Florida State","ACC",0,0
2008,"regular",14,"AP Top 25",24,"Northwestern","Big Ten",0,0
2008,"regular",14,"AP Top 25",25,"Ole Miss","SEC",0,0
2008,"regular",14,"BCS Standings",1,"Alabama","SEC",0,0
2008,"regular",14,"BCS Standings",2,"Texas","Big 12",0,0
2008,"regular",14,"BCS Standings",3,"Oklahoma","Big 12",0,0
2008,"regular",14,"BCS Standings",4,"Florida","SEC",0,0
2008,"regular",14,"BCS Standings",5,"USC","Pac-10",0,0
2008,"regular",14,"BCS Standings",6,"Utah","Mountain West",0,0
2008,"regular",14,"BCS Standings",7,"Texas Tech","Big 12",0,0
2008,"regular",14,"BCS Standings",8,"Penn State","Big Ten",0,0
2008,"regular",14,"BCS Standings",9,"Boise State","Western Athletic",0,0
2008,"regular",14,"BCS Standings",10,"Ohio State","Big Ten",0,0
2008,"regular",14,"BCS Standings",11,"Georgia","SEC",0,0
2008,"regular",14,"BCS Standings",12,"Oklahoma State","Big 12",0,0
2008,"regular",14,"BCS Standings",13,"Missouri","Big 12",0,0
2008,"regular",14,"BCS Standings",14,"TCU","Mountain West",0,0
2008,"regular",14,"BCS Standings",15,"Ball State","Mid-American",0,0
2008,"regular",14,"BCS Standings",16,"Cincinnati","Big East",0,0
2008,"regular",14,"BCS Standings",17,"Oregon State","Pac-10",0,0
